,Date,LeftTeam,LeftScore,RightScore,RightTeam
7673,2010-12-05,Toronto Raptors,99,116,New York Knicks
7674,2010-12-05,Detroit Pistons,102,92,Cleveland Cavaliers
7675,2010-12-05,Oklahoma City Thunder,114,109,Golden State Warriors
7676,2010-12-05,San Antonio Spurs,109,84,New Orleans Pelicans
7677,2010-12-05,Denver Nuggets,108,107,Memphis Grizzlies
7678,2010-12-05,Phoenix Suns,125,108,Washington Wizards
7679,2010-12-05,Portland Trail Blazers,100,91,Los Angeles Clippers
7680,2010-12-06,Indiana Pacers,124,100,Toronto Raptors
7681,2010-12-06,Orlando Magic,74,80,Atlanta Hawks
7682,2010-12-06,New York Knicks,121,114,Minnesota Timberwolves
7683,2010-12-06,Chicago Bulls,99,90,Oklahoma City Thunder
7684,2010-12-06,Milwaukee Bucks,78,88,Miami Heat
7685,2010-12-06,Utah Jazz,94,85,Memphis Grizzlies
7686,2010-12-06,Los Angeles Clippers,98,91,Sacramento Kings
7687,2010-12-07,Atlanta Hawks,116,101,Brooklyn Nets
7688,2010-12-07,Charlotte Hornets,100,98,Denver Nuggets
7689,2010-12-07,Philadelphia 76ers,117,97,Cleveland Cavaliers
7690,2010-12-07,Dallas Mavericks,105,100,Golden State Warriors
7691,2010-12-07,Houston Rockets,97,83,Detroit Pistons
7692,2010-12-07,Portland Trail Blazers,106,99,Phoenix Suns
7693,2010-12-07,Los Angeles Lakers,115,108,Washington Wizards
7694,2010-12-08,Boston Celtics,105,89,Denver Nuggets
7695,2010-12-08,Cleveland Cavaliers,83,88,Chicago Bulls
7696,2010-12-08,New York Knicks,113,110,Toronto Raptors
7697,2010-12-08,Milwaukee Bucks,97,95,Indiana Pacers
7698,2010-12-08,Minnesota Timberwolves,103,111,Oklahoma City Thunder
7699,2010-12-08,New Orleans Pelicans,93,74,Detroit Pistons
7700,2010-12-08,San Antonio Spurs,111,94,Golden State Warriors
7701,2010-12-08,Phoenix Suns,98,104,Memphis Grizzlies
7702,2010-12-08,Utah Jazz,98,111,Miami Heat
7703,2010-12-08,Sacramento Kings,116,91,Washington Wizards
7704,2010-12-08,Los Angeles Clippers,86,87,Los Angeles Lakers
7705,2010-12-09,Philadelphia 76ers,101,102,Boston Celtics
7706,2010-12-09,Dallas Mavericks,102,89,Brooklyn Nets
7707,2010-12-09,Portland Trail Blazers,97,83,Orlando Magic
7708,2010-12-10,Indiana Pacers,100,92,Charlotte Hornets
7709,2010-12-10,Toronto Raptors,116,123,Denver Nuggets
7710,2010-12-10,Washington Wizards,95,101,New York Knicks
7711,2010-12-10,Chicago Bulls,88,84,Los Angeles Lakers
7712,2010-12-10,Minnesota Timberwolves,109,99,Detroit Pistons
7713,2010-12-10,New Orleans Pelicans,92,97,Oklahoma City Thunder
7714,2010-12-10,Milwaukee Bucks,97,91,Houston Rockets
7715,2010-12-10,San Antonio Spurs,108,92,Atlanta Hawks
7716,2010-12-10,Phoenix Suns,94,101,Portland Trail Blazers
7717,2010-12-10,Utah Jazz,117,105,Orlando Magic
7718,2010-12-10,Golden State Warriors,84,106,Miami Heat
7719,2010-12-11,Los Angeles Clippers,83,84,Memphis Grizzlies
7720,2010-12-11,Atlanta Hawks,97,83,Indiana Pacers
7721,2010-12-11,Charlotte Hornets,62,93,Boston Celtics
7722,2010-12-11,Detroit Pistons,116,120,Toronto Raptors
7723,2010-12-11,Chicago Bulls,113,82,Minnesota Timberwolves
7724,2010-12-11,Dallas Mavericks,103,97,Utah Jazz
7725,2010-12-11,Houston Rockets,110,95,Cleveland Cavaliers
7726,2010-12-11,Sacramento Kings,83,104,Miami Heat
7727,2010-12-12,New York Knicks,129,125,Denver Nuggets
7728,2010-12-12,Philadelphia 76ers,88,70,New Orleans Pelicans
7729,2010-12-12,Brooklyn Nets,92,99,Los Angeles Lakers
7730,2010-12-12,San Antonio Spurs,95,78,Portland Trail Blazers
7731,2010-12-12,Oklahoma City Thunder,106,77,Cleveland Cavaliers
7732,2010-12-12,Los Angeles Clippers,85,94,Orlando Magic
7733,2010-12-13,Miami Heat,96,84,New Orleans Pelicans
7734,2010-12-13,Chicago Bulls,92,73,Indiana Pacers
7735,2010-12-13,Memphis Grizzlies,86,73,Portland Trail Blazers
7736,2010-12-13,Dallas Mavericks,99,103,Milwaukee Bucks
7737,2010-12-13,Utah Jazz,108,95,Golden State Warriors
7738,2010-12-14,Charlotte Hornets,97,91,Toronto Raptors
7739,2010-12-14,Brooklyn Nets,77,82,Philadelphia 76ers
7740,2010-12-14,Washington Wizards,89,103,Los Angeles Lakers
7741,2010-12-14,Detroit Pistons,103,80,Atlanta Hawks
7742,2010-12-14,Houston Rockets,118,105,Sacramento Kings
7743,2010-12-14,Denver Nuggets,111,94,Orlando Magic
7744,2010-12-14,Golden State Warriors,108,99,Minnesota Timberwolves
7745,2010-12-15,Indiana Pacers,94,109,Los Angeles Lakers
7746,2010-12-15,New York Knicks,116,118,Boston Celtics
7747,2010-12-15,Philadelphia 76ers,105,91,Los Angeles Clippers
7748,2010-12-15,Toronto Raptors,93,110,Chicago Bulls
7749,2010-12-15,Miami Heat,101,95,Cleveland Cavaliers
7750,2010-12-15,Memphis Grizzlies,113,80,Charlotte Hornets
7751,2010-12-15,New Orleans Pelicans,94,91,Sacramento Kings
7752,2010-12-15,Oklahoma City Thunder,117,105,Houston Rockets
7753,2010-12-15,San Antonio Spurs,92,90,Milwaukee Bucks
7754,2010-12-15,Phoenix Suns,128,122,Minnesota Timberwolves
7755,2010-12-15,Dallas Mavericks,103,98,Portland Trail Blazers
7756,2010-12-16,Brooklyn Nets,97,89,Washington Wizards
7757,2010-12-16,Boston Celtics,102,90,Atlanta Hawks
7758,2010-12-16,Denver Nuggets,112,113,San Antonio Spurs
7759,2010-12-17,Indiana Pacers,108,99,Cleveland Cavaliers
7760,2010-12-17,New York Knicks,91,113,Miami Heat
7761,2010-12-17,Philadelphia 76ers,81,93,Los Angeles Lakers
7762,2010-12-17,Toronto Raptors,98,92,Brooklyn Nets
7763,2010-12-17,Atlanta Hawks,90,85,Charlotte Hornets
7764,2010-12-17,Detroit Pistons,88,109,Los Angeles Clippers
7765,2010-12-17,New Orleans Pelicans,100,71,Utah Jazz
7766,2010-12-17,Oklahoma City Thunder,102,87,Sacramento Kings
7767,2010-12-17,Houston Rockets,103,87,Memphis Grizzlies
7768,2010-12-17,Dallas Mavericks,106,91,Phoenix Suns
7769,2010-12-17,Portland Trail Blazers,107,102,Minnesota Timberwolves
7770,2010-12-18,Orlando Magic,89,97,Philadelphia 76ers
7771,2010-12-18,Washington Wizards,94,95,Miami Heat
7772,2010-12-18,Cleveland Cavaliers,109,102,New York Knicks
7773,2010-12-18,Chicago Bulls,99,100,Los Angeles Clippers
7774,2010-12-18,Milwaukee Bucks,86,95,Utah Jazz
7775,2010-12-18,San Antonio Spurs,112,106,Memphis Grizzlies
7776,2010-12-18,Denver Nuggets,115,113,Minnesota Timberwolves
7777,2010-12-18,Portland Trail Blazers,96,95,Golden State Warriors
7778,2010-12-19,Boston Celtics,99,88,Indiana Pacers
7779,2010-12-19,Brooklyn Nets,89,82,Atlanta Hawks
7780,2010-12-19,Toronto Raptors,110,120,Los Angeles Lakers
7781,2010-12-19,Detroit Pistons,111,108,New Orleans Pelicans
7782,2010-12-19,Sacramento Kings,93,102,Houston Rockets
7783,2010-12-19,Oklahoma City Thunder,110,113,Phoenix Suns
7784,2010-12-20,Atlanta Hawks,91,81,Orlando Magic
7785,2010-12-20,Cleveland Cavaliers,90,101,Utah Jazz
7786,2010-12-20,Indiana Pacers,94,93,New Orleans Pelicans
7787,2010-12-20,Washington Wizards,108,75,Charlotte Hornets
7788,2010-12-20,Miami Heat,96,98,Dallas Mavericks
7789,2010-12-20,San Antonio Spurs,118,110,Phoenix Suns
7790,2010-12-20,Portland Trail Blazers,106,80,Milwaukee Bucks
7791,2010-12-20,Golden State Warriors,112,121,Houston Rockets
7792,2010-12-20,Los Angeles Clippers,113,90,Minnesota Timberwolves
7793,2010-12-21,Charlotte Hornets,81,99,Oklahoma City Thunder
7794,2010-12-21,Orlando Magic,99,105,Dallas Mavericks
7795,2010-12-21,Chicago Bulls,121,76,Philadelphia 76ers
7796,2010-12-21,Memphis Grizzlies,94,101,Brooklyn Nets
7797,2010-12-21,Sacramento Kings,109,117,Golden State Warriors
7798,2010-12-21,Los Angeles Lakers,79,98,Milwaukee Bucks
7799,2010-12-22,Atlanta Hawks,98,84,Cleveland Cavaliers
7800,2010-12-22,Toronto Raptors,93,115,Detroit Pistons
7801,2010-12-22,Washington Wizards,80,87,Chicago Bulls
7802,2010-12-22,Boston Celtics,84,80,Philadelphia 76ers
7803,2010-12-22,New York Knicks,112,98,Oklahoma City Thunder
7804,2010-12-22,Minnesota Timberwolves,107,112,Utah Jazz
7805,2010-12-22,New Orleans Pelicans,105,91,Brooklyn Nets
7806,2010-12-22,San Antonio Spurs,109,103,Denver Nuggets
7807,2010-12-22,Los Angeles Clippers,92,97,Houston Rockets
7808,2010-12-23,Orlando Magic,123,101,San Antonio Spurs
7809,2010-12-23,Sacramento Kings,79,84,Milwaukee Bucks
7810,2010-12-23,Phoenix Suns,83,95,Miami Heat
7811,2010-12-25,New York Knicks,103,95,Chicago Bulls
7812,2010-12-25,Orlando Magic,86,78,Boston Celtics
7813,2010-12-25,Los Angeles Lakers,80,96,Miami Heat
7814,2010-12-25,Oklahoma City Thunder,114,106,Denver Nuggets
7815,2010-12-25,Golden State Warriors,109,102,Portland Trail Blazers
7816,2010-12-26,Los Angeles Clippers,108,103,Phoenix Suns
7817,2010-12-26,Cleveland Cavaliers,97,98,Minnesota Timberwolves
7818,2010-12-26,Detroit Pistons,92,95,Chicago Bulls
7819,2010-12-26,Indiana Pacers,90,104,Memphis Grizzlies
7820,2010-12-26,New Orleans Pelicans,93,86,Atlanta Hawks
7821,2010-12-26,San Antonio Spurs,94,80,Washington Wizards
7822,2010-12-26,Denver Nuggets,89,95,Philadelphia 76ers
7823,2010-12-27,Charlotte Hornets,105,100,Detroit Pistons
7824,2010-12-27,Brooklyn Nets,88,104,Orlando Magic
7825,2010-12-27,Memphis Grizzlies,96,85,Toronto Raptors
7826,2010-12-27,Milwaukee Bucks,80,95,Atlanta Hawks
7827,2010-12-27,Minnesota Timberwolves,113,98,New Orleans Pelicans
7828,2010-12-27,Oklahoma City Thunder,93,103,Dallas Mavericks
7829,2010-12-27,Houston Rockets,100,93,Washington Wizards
7830,2010-12-27,Utah Jazz,91,96,Portland Trail Blazers
7831,2010-12-27,Sacramento Kings,99,100,Los Angeles Clippers
7832,2010-12-27,Golden State Warriors,110,95,Philadelphia 76ers
7833,2010-12-28,Cleveland Cavaliers,95,110,Orlando Magic
7834,2010-12-28,Indiana Pacers,83,95,Boston Celtics
7835,2010-12-28,Miami Heat,106,98,New York Knicks
7836,2010-12-28,Chicago Bulls,90,77,Milwaukee Bucks
7837,2010-12-28,Dallas Mavericks,76,84,Toronto Raptors
7838,2010-12-28,San Antonio Spurs,97,82,Los Angeles Lakers
7839,2010-12-28,Denver Nuggets,95,77,Portland Trail Blazers
7840,2010-12-29,Atlanta Hawks,103,93,Golden State Warriors
7841,2010-12-29,Charlotte Hornets,101,92,Cleveland Cavaliers
7842,2010-12-29,Washington Wizards,104,90,Indiana Pacers
7843,2010-12-29,Detroit Pistons,104,92,Boston Celtics
7844,2010-12-29,Minnesota Timberwolves,113,119,Denver Nuggets
7845,2010-12-29,New Orleans Pelicans,88,103,Los Angeles Lakers
7846,2010-12-29,Oklahoma City Thunder,114,93,Brooklyn Nets
7847,2010-12-29,Houston Rockets,119,125,Miami Heat
7848,2010-12-29,Phoenix Suns,110,123,Philadelphia 76ers
7849,2010-12-29,Sacramento Kings,100,98,Memphis Grizzlies
7850,2010-12-29,Los Angeles Clippers,95,103,Utah Jazz
7851,2010-12-30,Orlando Magic,112,103,New York Knicks
7852,2010-12-30,Dallas Mavericks,93,99,San Antonio Spurs
7853,2010-12-30,Portland Trail Blazers,100,89,Utah Jazz
7854,2010-12-31,Boston Celtics,81,83,New Orleans Pelicans
7855,2010-12-31,Charlotte Hornets,95,96,Golden State Warriors
7856,2010-12-31,Chicago Bulls,90,81,Brooklyn Nets
7857,2010-12-31,Indiana Pacers,95,86,Washington Wizards
7858,2010-12-31,Houston Rockets,114,105,Toronto Raptors
7859,2010-12-31,Oklahoma City Thunder,103,94,Atlanta Hawks
7860,2010-12-31,Phoenix Suns,92,75,Detroit Pistons
7861,2010-12-31,Los Angeles Lakers,102,98,Philadelphia 76ers
7862,2011-01-01,Chicago Bulls,100,91,Cleveland Cavaliers
7863,2011-01-01,Washington Wizards,81,92,New Orleans Pelicans
7864,2011-01-01,Miami Heat,114,107,Golden State Warriors
7865,2011-01-01,Minnesota Timberwolves,103,88,Brooklyn Nets
7866,2011-01-01,San Antonio Spurs,101,74,Oklahoma City Thunder
7867,2011-01-01,Denver Nuggets,104,86,Sacramento Kings
7868,2011-01-01,Milwaukee Bucks,99,87,Dallas Mavericks
7869,2011-01-01,Utah Jazz,98,92,Memphis Grizzlies
7870,2011-01-02,New York Knicks,98,92,Indiana Pacers
7871,2011-01-02,Los Angeles Clippers,98,107,Atlanta Hawks
7872,2011-01-02,Toronto Raptors,79,93,Boston Celtics
7873,2011-01-02,Cleveland Cavaliers,95,104,Dallas Mavericks
7874,2011-01-02,Portland Trail Blazers,100,85,Houston Rockets
7875,2011-01-02,Sacramento Kings,94,89,Phoenix Suns
7876,2011-01-02,Los Angeles Lakers,85,104,Memphis Grizzlies
7877,2011-01-03,Charlotte Hornets,82,96,Miami Heat
7878,2011-01-03,Orlando Magic,110,90,Golden State Warriors
7879,2011-01-03,Boston Celtics,96,93,Minnesota Timberwolves
7880,2011-01-03,New Orleans Pelicans,84,77,Philadelphia 76ers
7881,2011-01-03,Denver Nuggets,113,106,Houston Rockets
7882,2011-01-03,Utah Jazz,102,97,Detroit Pistons
7883,2011-01-04,Miami Heat,101,89,Milwaukee Bucks
7884,2011-01-04,New York Knicks,128,115,San Antonio Spurs
7885,2011-01-04,Chicago Bulls,111,91,Toronto Raptors
7886,2011-01-04,Memphis Grizzlies,110,105,Oklahoma City Thunder
7887,2011-01-04,Dallas Mavericks,84,81,Portland Trail Blazers
7888,2011-01-04,Sacramento Kings,102,108,Atlanta Hawks
7889,2011-01-04,Los Angeles Lakers,108,83,Detroit Pistons
7890,2011-01-05,Cleveland Cavaliers,105,120,Toronto Raptors
7891,2011-01-05,Brooklyn Nets,96,94,Chicago Bulls
7892,2011-01-05,Orlando Magic,97,87,Milwaukee Bucks
7893,2011-01-05,Philadelphia 76ers,109,97,Washington Wizards
7894,2011-01-05,Boston Celtics,105,103,San Antonio Spurs
7895,2011-01-05,Minnesota Timberwolves,105,108,Charlotte Hornets
7896,2011-01-05,New Orleans Pelicans,103,110,Golden State Warriors
7897,2011-01-05,Houston Rockets,100,103,Portland Trail Blazers
7898,2011-01-05,Utah Jazz,87,110,Atlanta Hawks
7899,2011-01-05,Los Angeles Clippers,106,93,Denver Nuggets
7900,2011-01-05,Phoenix Suns,95,99,Los Angeles Lakers
7901,2011-01-06,Dallas Mavericks,95,99,Oklahoma City Thunder
7902,2011-01-06,Sacramento Kings,122,102,Denver Nuggets
7903,2011-01-07,Indiana Pacers,87,90,San Antonio Spurs
7904,2011-01-07,Philadelphia 76ers,105,99,Chicago Bulls
7905,2011-01-07,Washington Wizards,97,77,Brooklyn Nets
7906,2011-01-07,Boston Celtics,122,102,Toronto Raptors
7907,2011-01-07,Memphis Grizzlies,110,99,Utah Jazz
7908,2011-01-07,Minnesota Timberwolves,98,108,Portland Trail Blazers
7909,2011-01-07,Orlando Magic,110,95,Houston Rockets
7910,2011-01-07,Milwaukee Bucks,95,101,Miami Heat
7911,2011-01-07,Golden State Warriors,116,98,Cleveland Cavaliers
7912,2011-01-07,Los Angeles Lakers,101,97,New Orleans Pelicans
7913,2011-01-07,Phoenix Suns,96,121,New York Knicks
7914,2011-01-08,Atlanta Hawks,108,93,Indiana Pacers
7915,2011-01-08,Charlotte Hornets,104,89,Washington Wizards
7916,2011-01-08,Brooklyn Nets,92,115,Milwaukee Bucks
7917,2011-01-08,Detroit Pistons,112,109,Philadelphia 76ers
7918,2011-01-08,Chicago Bulls,90,79,Boston Celtics
7919,2011-01-08,Oklahoma City Thunder,109,100,Memphis Grizzlies
7920,2011-01-08,Dallas Mavericks,107,117,Orlando Magic
7921,2011-01-08,Houston Rockets,99,103,Utah Jazz
7922,2011-01-09,Toronto Raptors,118,112,Sacramento Kings
7923,2011-01-09,Los Angeles Clippers,105,91,Golden State Warriors
7924,2011-01-09,San Antonio Spurs,94,91,Minnesota Timberwolves
7925,2011-01-09,Phoenix Suns,108,100,Cleveland Cavaliers
7926,2011-01-09,Denver Nuggets,87,96,New Orleans Pelicans
7927,2011-01-09,Portland Trail Blazers,100,107,Miami Heat
7928,2011-01-09,Los Angeles Lakers,109,87,New York Knicks
7929,2011-01-10,Charlotte Hornets,96,82,Memphis Grizzlies
7930,2011-01-10,Boston Celtics,102,108,Houston Rockets
7931,2011-01-10,Chicago Bulls,95,82,Detroit Pistons
7932,2011-01-11,Philadelphia 76ers,103,111,Indiana Pacers
7933,2011-01-11,Washington Wizards,136,133,Sacramento Kings
7934,2011-01-11,Minnesota Timberwolves,96,107,San Antonio Spurs
7935,2011-01-11,Denver Nuggets,132,98,Phoenix Suns
7936,2011-01-11,Portland Trail Blazers,86,100,New York Knicks
7937,2011-01-11,Los Angeles Lakers,112,57,Cleveland Cavaliers
7938,2011-01-12,Charlotte Hornets,96,91,Chicago Bulls
7939,2011-01-12,Indiana Pacers,102,89,Dallas Mavericks
7940,2011-01-12,Toronto Raptors,101,104,Atlanta Hawks
7941,2011-01-12,Boston Celtics,119,95,Sacramento Kings
7942,2011-01-12,Detroit Pistons,99,107,Memphis Grizzlies
7943,2011-01-12,Milwaukee Bucks,84,91,San Antonio Spurs
7944,2011-01-12,New Orleans Pelicans,92,89,Orlando Magic
7945,2011-01-12,Houston Rockets,112,118,Oklahoma City Thunder
7946,2011-01-12,Phoenix Suns,118,109,Brooklyn Nets
7947,2011-01-12,Utah Jazz,131,125,New York Knicks
7948,2011-01-12,Golden State Warriors,110,115,Los Angeles Lakers
7949,2011-01-12,Los Angeles Clippers,111,105,Miami Heat
7950,2011-01-13,Minnesota Timberwolves,109,97,Washington Wizards
7951,2011-01-13,Oklahoma City Thunder,125,124,Orlando Magic
7952,2011-01-13,Denver Nuggets,130,102,Miami Heat
7953,2011-01-14,Indiana Pacers,86,99,Chicago Bulls
7954,2011-01-14,Philadelphia 76ers,95,94,Milwaukee Bucks
7955,2011-01-14,Toronto Raptors,95,101,Detroit Pistons
7956,2011-01-14,Boston Celtics,99,94,Charlotte Hornets
7957,2011-01-14,New York Knicks,83,93,Sacramento Kings
7958,2011-01-14,San Antonio Spurs,101,89,Dallas Mavericks
7959,2011-01-14,Houston Rockets,105,110,New Orleans Pelicans
7960,2011-01-14,Utah Jazz,121,99,Cleveland Cavaliers
7961,2011-01-14,Golden State Warriors,122,112,Los Angeles Clippers
7962,2011-01-14,Los Angeles Lakers,100,88,Brooklyn Nets
7963,2011-01-14,Phoenix Suns,115,111,Portland Trail Blazers
7964,2011-01-15,Atlanta Hawks,106,112,Houston Rockets
7965,2011-01-15,Charlotte Hornets,81,88,New Orleans Pelicans
7966,2011-01-15,Washington Wizards,98,95,Toronto Raptors
7967,2011-01-15,Detroit Pistons,110,106,Sacramento Kings
7968,2011-01-15,Chicago Bulls,99,96,Miami Heat
7969,2011-01-15,Memphis Grizzlies,89,70,Dallas Mavericks
7970,2011-01-15,Minnesota Timberwolves,99,108,Orlando Magic
7971,2011-01-15,Denver Nuggets,127,99,Cleveland Cavaliers
7972,2011-01-15,Portland Trail Blazers,96,89,Brooklyn Nets
7973,2011-01-16,Los Angeles Clippers,99,92,Los Angeles Lakers
7974,2011-01-16,San Antonio Spurs,110,97,Denver Nuggets
7975,2011-01-17,Memphis Grizzlies,84,96,Chicago Bulls
7976,2011-01-17,New York Knicks,121,129,Phoenix Suns
7977,2011-01-17,Washington Wizards,108,101,Utah Jazz
7978,2011-01-17,Philadelphia 76ers,96,92,Charlotte Hornets
7979,2011-01-17,Houston Rockets,93,84,Milwaukee Bucks
7980,2011-01-17,New Orleans Pelicans,85,81,Toronto Raptors
7981,2011-01-17,Detroit Pistons,103,89,Dallas Mavericks
7982,2011-01-17,Los Angeles Clippers,114,107,Indiana Pacers
7983,2011-01-17,Atlanta Hawks,100,98,Sacramento Kings
7984,2011-01-17,Golden State Warriors,109,100,Brooklyn Nets
7985,2011-01-17,Boston Celtics,109,106,Orlando Magic
7986,2011-01-17,Portland Trail Blazers,113,102,Minnesota Timberwolves
7987,2011-01-17,Los Angeles Lakers,101,94,Oklahoma City Thunder
7988,2011-01-18,Miami Heat,89,93,Atlanta Hawks
7989,2011-01-18,Chicago Bulls,82,83,Charlotte Hornets
7990,2011-01-19,Cleveland Cavaliers,98,106,Phoenix Suns
7991,2011-01-19,Brooklyn Nets,103,95,Utah Jazz
7992,2011-01-19,Orlando Magic,99,98,Philadelphia 76ers
7993,2011-01-19,Boston Celtics,86,82,Detroit Pistons
7994,2011-01-19,Milwaukee Bucks,100,87,Washington Wizards
7995,2011-01-19,New Orleans Pelicans,103,102,Memphis Grizzlies
7996,2011-01-19,Houston Rockets,104,89,New York Knicks
7997,2011-01-19,San Antonio Spurs,104,95,Toronto Raptors
7998,2011-01-19,Dallas Mavericks,109,100,Los Angeles Lakers
7999,2011-01-19,Denver Nuggets,112,107,Oklahoma City Thunder
8000,2011-01-19,Sacramento Kings,90,94,Portland Trail Blazers
8001,2011-01-19,Golden State Warriors,110,108,Indiana Pacers
8002,2011-01-19,Los Angeles Clippers,126,111,Minnesota Timberwolves
8003,2011-01-20,Charlotte Hornets,100,97,Philadelphia 76ers
8004,2011-01-20,Chicago Bulls,82,77,Dallas Mavericks
8005,2011-01-20,Portland Trail Blazers,108,93,Los Angeles Clippers
8006,2011-01-21,Brooklyn Nets,89,74,Detroit Pistons
8007,2011-01-21,Orlando Magic,112,72,Toronto Raptors
8008,2011-01-21,Washington Wizards,91,109,Phoenix Suns
8009,2011-01-21,Atlanta Hawks,59,100,New Orleans Pelicans
8010,2011-01-21,Boston Celtics,110,86,Utah Jazz
8011,2011-01-21,Cleveland Cavaliers,88,102,Milwaukee Bucks
8012,2011-01-21,Memphis Grizzlies,115,110,Houston Rockets
8013,2011-01-21,San Antonio Spurs,101,92,New York Knicks
8014,2011-01-21,Denver Nuggets,97,107,Los Angeles Lakers
8015,2011-01-21,Golden State Warriors,119,112,Sacramento Kings
8016,2011-01-22,Charlotte Hornets,87,103,Atlanta Hawks
8017,2011-01-22,Brooklyn Nets,86,87,Dallas Mavericks
8018,2011-01-22,Washington Wizards,85,83,Boston Celtics
8019,2011-01-22,Detroit Pistons,75,74,Phoenix Suns
8020,2011-01-22,Miami Heat,120,103,Toronto Raptors
8021,2011-01-22,Philadelphia 76ers,96,85,Utah Jazz
8022,2011-01-22,Chicago Bulls,92,79,Cleveland Cavaliers
8023,2011-01-22,New Orleans Pelicans,96,72,San Antonio Spurs
8024,2011-01-22,Oklahoma City Thunder,101,98,New York Knicks
8025,2011-01-22,Houston Rockets,104,118,Orlando Magic
8026,2011-01-22,Milwaukee Bucks,81,94,Memphis Grizzlies
8027,2011-01-22,Portland Trail Blazers,97,92,Indiana Pacers
8028,2011-01-22,Los Angeles Clippers,113,109,Golden State Warriors
8029,2011-01-23,Denver Nuggets,121,107,Indiana Pacers
8030,2011-01-24,Brooklyn Nets,103,101,Cleveland Cavaliers
8031,2011-01-24,Orlando Magic,96,103,Detroit Pistons
8032,2011-01-24,Philadelphia 76ers,105,95,Phoenix Suns
8033,2011-01-24,Toronto Raptors,98,100,Memphis Grizzlies
8034,2011-01-24,New York Knicks,115,106,Washington Wizards
8035,2011-01-24,Chicago Bulls,92,83,Milwaukee Bucks
8036,2011-01-24,Minnesota Timberwolves,125,129,Houston Rockets
8037,2011-01-24,New Orleans Pelicans,91,89,Oklahoma City Thunder
8038,2011-01-24,Portland Trail Blazers,81,96,Sacramento Kings
8039,2011-01-24,Golden State Warriors,102,113,San Antonio Spurs
8040,2011-01-25,Washington Wizards,109,120,Denver Nuggets
