Season,Date,LeftTeam,LeftScore,RightScore,RightTeam,Overtime,Left_B2B,Right_B2B,Left_EWMA_7,Right_EWMA_7,Left_EWMA_28,Right_EWMA_28
2013-2014,2013-11-22,Memphis Grizzlies,86,102,San Antonio Spurs,0OT,0,0,23.55457909251345,14.195600441175657,20.1414685139526,16.063145908537713
2013-2014,2013-11-22,Minnesota Timberwolves,111,81,Brooklyn Nets,0OT,0,0,23.782331792638345,21.41201042933858,21.310340396486872,18.616991660288008
2013-2014,2013-11-22,New Orleans Pelicans,104,100,Cleveland Cavaliers,0OT,0,0,15.132768562513547,17.262305235241683,16.342860789913804,18.73595190054986
2013-2014,2013-11-22,Dallas Mavericks,103,93,Utah Jazz,0OT,0,0,21.002950361448484,21.979051283079343,19.197570310287137,20.94652266556547
2013-2014,2013-11-22,Portland Trail Blazers,98,95,Chicago Bulls,0OT,0,1,23.163416313457446,23.262443873266477,20.24382416350111,16.744304100729554
2013-2014,2013-11-22,Los Angeles Lakers,102,95,Golden State Warriors,0OT,0,0,9.304150734836014,21.366933391483826,16.375343398193532,19.24247017772546
2013-2014,2013-11-23,Los Angeles Clippers,103,102,Sacramento Kings,0OT,0,0,23.785814709399617,17.83473474333283,20.2751630958138,17.28238522820558
2013-2014,2013-11-23,Indiana Pacers,106,98,Philadelphia 76ers,0OT,1,1,24.47302201483818,29.864986639749134,18.741340976793346,23.542999703040742
2013-2014,2013-11-23,Washington Wizards,98,89,New York Knicks,0OT,1,0,28.618898927400608,17.52607269764195,20.771705600735974,17.387809280389206
2013-2014,2013-11-23,Atlanta Hawks,87,94,Boston Celtics,0OT,1,1,29.58887331693319,29.7400474696106,21.9161285733599,22.98750471166597
2013-2014,2013-11-23,Miami Heat,101,99,Orlando Magic,0OT,0,0,16.868838321040684,11.021801321748239,17.573181813175395,14.74589774264091
2013-2014,2013-11-23,Houston Rockets,112,101,Minnesota Timberwolves,0OT,0,1,17.44283302831451,29.83674884447876,19.8187600200131,23.1510065760395
2013-2014,2013-11-23,Milwaukee Bucks,72,96,Charlotte Hornets,0OT,1,1,25.80233526845683,28.199201294092802,18.581793337232565,21.504820674177317
2013-2014,2013-11-23,San Antonio Spurs,126,96,Cleveland Cavaliers,0OT,1,1,22.646700330881743,24.946728926431263,18.26568757001787,20.754162114305043
2013-2014,2013-11-23,Denver Nuggets,102,100,Dallas Mavericks,0OT,0,1,18.45123713385607,27.752212771086363,17.69234630267057,21.183944771646644
2013-2014,2013-11-23,Golden State Warriors,101,113,Portland Trail Blazers,0OT,1,1,28.02520004361287,29.372562235093085,21.22574809650301,22.15804318670793
2013-2014,2013-11-24,Brooklyn Nets,97,109,Detroit Pistons,0OT,0,0,21.04425586650295,22.38515475570898,19.21972285416166,19.374100137889695
2013-2014,2013-11-24,Los Angeles Clippers,121,82,Chicago Bulls,0OT,1,0,29.839361032049712,22.085124678712393,22.18722081334388,17.596430070668067
2013-2014,2013-11-24,Orlando Magic,96,104,Phoenix Suns,0OT,1,0,20.266350991311178,20.536438803487997,17.039284105217398,18.338385234351758
2013-2014,2013-11-24,Oklahoma City Thunder,95,73,Utah Jazz,0OT,0,0,13.41309086385563,21.36321634673213,16.188056004830514,21.239019052553182
2013-2014,2013-11-24,Los Angeles Lakers,100,86,Sacramento Kings,0OT,0,1,14.233584788345258,25.376051057499623,17.276605632916866,19.400841419363815
2013-2014,2013-11-25,Charlotte Hornets,86,96,Boston Celtics,0OT,0,0,24.8620507279272,25.728776701655963,21.72296584004193,23.008193739363247
2013-2014,2013-11-25,Indiana Pacers,98,84,Minnesota Timberwolves,0OT,0,0,22.766074883346477,25.7831712250193,19.327511976316703,23.149921276971217
2013-2014,2013-11-25,Detroit Pistons,113,94,Milwaukee Bucks,0OT,1,0,28.788866066781736,23.513813588506967,21.34830012838006,19.18921206045486
2013-2014,2013-11-25,Miami Heat,107,92,Phoenix Suns,0OT,0,1,18.488721555585386,27.402329102615997,18.31492216623646,20.384013838879223
2013-2014,2013-11-25,Memphis Grizzlies,86,93,Houston Rockets,0OT,0,0,16.68708805465411,18.811593578426912,19.124544866953503,20.26144596265107
2013-2014,2013-11-25,Dallas Mavericks,96,110,Denver Nuggets,0OT,0,0,24.61061968373608,19.37882088779404,21.44482251906112,18.41821694963953
2013-2014,2013-11-25,San Antonio Spurs,112,93,New Orleans Pelicans,0OT,0,0,21.73876893612098,13.134136737310403,18.915203613011922,16.058900689977996
2013-2014,2013-11-25,Utah Jazz,89,83,Chicago Bulls,1OT,1,1,28.022412260049098,28.563843509034296,23.08460394548055,19.693227996828888
2013-2014,2013-11-25,Portland Trail Blazers,102,91,New York Knicks,0OT,0,0,25.52206625723986,18.858415892423597,22.28919558039248,18.15423658193071
2013-2014,2013-11-26,Toronto Raptors,100,102,Brooklyn Nets,0OT,0,0,10.8850273133617,20.83739392490791,16.980297531317625,19.74218544671088
2013-2014,2013-11-26,Washington Wizards,116,111,Los Angeles Lakers,0OT,0,0,18.823597984997132,17.00639144344421,19.633174026786097,18.057842457070624
2013-2014,2013-11-26,Atlanta Hawks,92,109,Orlando Magic,0OT,0,0,19.23280593058119,20.399822432612538,20.556773902556188,17.852126174439338
2013-2014,2013-11-26,New Orleans Pelicans,101,102,Golden State Warriors,0OT,1,0,21.850602552982803,18.57313126839918,18.261735125151926,19.999606371047143
2013-2014,2013-11-27,Charlotte Hornets,74,99,Indiana Pacers,0OT,0,0,22.98490353445905,21.805917121882395,21.912059568835392,19.83561977495229
2013-2014,2013-11-27,Orlando Magic,105,94,Philadelphia 76ers,0OT,1,0,27.299866824459404,14.511968428983124,19.931289886546967,20.361473452819563
2013-2014,2013-11-27,Boston Celtics,93,100,Memphis Grizzlies,0OT,0,0,23.47243689468148,18.386487030742938,23.02612751010203,19.659682768144
2013-2014,2013-11-27,Brooklyn Nets,94,99,Los Angeles Lakers,0OT,1,1,27.628045443680932,24.754793582583154,21.69100024348944,20.122818839341615
2013-2014,2013-11-27,Cleveland Cavaliers,84,95,Miami Heat,0OT,0,0,12.955800949378641,19.399905875016778,18.265980095871917,18.957881402124112
2013-2014,2013-11-27,Detroit Pistons,79,99,Chicago Bulls,0OT,0,0,25.193737162564727,26.00466197383179,21.58728988536155,20.47367801389805
2013-2014,2013-11-27,Houston Rockets,113,84,Atlanta Hawks,0OT,0,1,19.581521387865138,26.42460444793589,20.645177296994802,22.449410185138518
2013-2014,2013-11-27,Milwaukee Bucks,92,100,Washington Wizards,1OT,0,1,22.22652014353517,26.11769848874785,19.715737921607126,21.589506852524988
2013-2014,2013-11-27,Minnesota Timberwolves,110,117,Denver Nuggets,0OT,0,0,23.503033814073355,19.900586749384146,23.148980512380515,19.047419924241638
2013-2014,2013-11-27,Oklahoma City Thunder,94,88,San Antonio Spurs,0OT,0,0,12.408647708189093,21.22805752656805,15.93396639235225,19.478220492135183
2013-2014,2013-11-27,Dallas Mavericks,103,99,Golden State Warriors,0OT,0,1,22.843473572101544,25.929848451299385,21.670957926748578,21.9306680006301
2013-2014,2013-11-27,Phoenix Suns,120,106,Portland Trail Blazers,0OT,0,0,24.413810120221502,23.35616226969742,20.751422221810884,22.40288178133902
2013-2014,2013-11-27,Los Angeles Clippers,93,80,New York Knicks,0OT,0,0,19.338480435395976,19.607858939488274,20.775557311453834,18.818595087071923
2013-2014,2013-11-29,Charlotte Hornets,92,76,Milwaukee Bucks,0OT,0,0,21.929008238133214,22.43991758073853,22.07597077964447,20.493190184127936
2013-2014,2013-11-29,Orlando Magic,91,109,San Antonio Spurs,0OT,0,0,24.356175088758413,20.940782358694527,20.358989687625133,19.966257715536916
2013-2014,2013-11-29,Toronto Raptors,83,90,Miami Heat,0OT,0,0,11.342120897824467,19.91244705469694,16.573340289020656,19.51521467556299
2013-2014,2013-11-29,Atlanta Hawks,88,87,Dallas Mavericks,0OT,0,0,23.86384000196394,21.849453884307117,22.54175983943636,21.866977798572787
2013-2014,2013-11-29,Boston Celtics,103,86,Cleveland Cavaliers,0OT,0,0,22.203245753258333,16.287638034025484,23.041672954654434,18.915457181796228
2013-2014,2013-11-29,Detroit Pistons,102,106,Los Angeles Lakers,0OT,0,0,23.171477153942657,22.924571390203027,21.794452231187357,20.525011811985774
2013-2014,2013-11-29,Houston Rockets,114,95,Brooklyn Nets,0OT,0,0,20.014605780674138,24.54077556207052,20.977805290736278,21.8843509839522
2013-2014,2013-11-29,Indiana Pacers,93,73,Washington Wizards,0OT,0,0,21.265828381058846,24.628705399920662,20.2760604232345,22.117420327575168
2013-2014,2013-11-29,Oklahoma City Thunder,113,112,Golden State Warriors,1OT,0,0,15.979864335856366,23.585539753855905,16.89400891798429,22.092101037407062
2013-2014,2013-11-29,Philadelphia 76ers,105,121,New Orleans Pelicans,0OT,0,0,17.162982241303006,15.96822295203962,20.73188364697439,17.60751701457072
2013-2014,2013-11-29,Denver Nuggets,97,95,New York Knicks,0OT,0,0,20.194080046528583,20.029420653462154,19.592828923629195,19.394477786534402
2013-2014,2013-11-29,Utah Jazz,101,112,Phoenix Suns,0OT,0,0,14.456310129156162,22.732768192624597,20.295332414401244,21.069901069798018
2013-2014,2013-11-29,Sacramento Kings,98,104,Los Angeles Clippers,1OT,0,0,9.818730866183992,19.877895244910235,16.05951988590202,21.090821973899935
2013-2014,2013-11-30,Washington Wizards,108,101,Atlanta Hawks,0OT,1,1,30.471529049940496,29.897880001472956,23.902425822225155,24.297500540164886
2013-2014,2013-11-30,Cleveland Cavaliers,97,93,Chicago Bulls,0OT,1,0,24.21572852551911,17.720716770210288,20.921287720982694,19.392652603532543
2013-2014,2013-11-30,Memphis Grizzlies,88,97,Brooklyn Nets,0OT,0,1,14.506799216094677,30.40558167155289,18.735722494787744,23.685430226438253
2013-2014,2013-11-30,Dallas Mavericks,106,112,Minnesota Timberwolves,0OT,1,0,28.38709041323034,16.665342390312198,23.669255191774663,21.551739859165426
2013-2014,2013-11-30,San Antonio Spurs,106,112,Houston Rockets,0OT,1,1,27.705586769020897,27.010954335505602,21.899619252396437,22.841404925857912
2013-2014,2013-11-30,Milwaukee Bucks,92,85,Boston Celtics,0OT,1,1,28.8299381855539,28.65243431494375,22.390211550739803,24.762936888816196
2013-2014,2013-11-30,Phoenix Suns,104,112,Utah Jazz,0OT,1,1,29.049576144468446,22.84223259686712,22.92714927188091,22.205999144442536
2013-2014,2013-12-01,Toronto Raptors,98,112,Denver Nuggets,0OT,0,0,15.379943005026263,20.35917002617233,17.44823432900839,20.065603193015082
2013-2014,2013-12-01,Detroit Pistons,115,100,Philadelphia 76ers,0OT,0,0,22.033955899092746,18.65417751073294,21.974025774715315,21.052964540599675
2013-2014,2013-12-01,Los Angeles Clippers,100,105,Indiana Pacers,0OT,0,0,21.118816075262007,20.9620284643456,21.685147703891854,20.657845479831096
2013-2014,2013-12-01,Miami Heat,99,98,Charlotte Hornets,0OT,0,0,20.20075146826703,21.335067133949934,19.998325206284683,22.218053149061618
2013-2014,2013-12-01,Sacramento Kings,113,115,Golden State Warriors,0OT,0,0,15.460536112228496,23.204366111543948,17.32388822452149,22.55308163646819
2013-2014,2013-12-01,Oklahoma City Thunder,113,103,Minnesota Timberwolves,0OT,0,1,18.926173688919206,24.49900679273415,18.047244353401364,23.375757799912638
2013-2014,2013-12-01,New York Knicks,99,103,New Orleans Pelicans,0OT,0,0,20.26654911757246,17.982125410522286,19.893667427328868,18.34468478433062
2013-2014,2013-12-01,Los Angeles Lakers,108,114,Portland Trail Blazers,0OT,0,0,21.895071406989203,12.45253571814645,20.873642819188618,19.50480487494587
2013-2014,2013-12-02,Washington Wizards,98,80,Orlando Magic,0OT,0,0,26.14023509059153,17.025261365569953,23.801270421405633,19.300094059679587
2013-2014,2013-12-02,Chicago Bulls,128,131,New Orleans Pelicans,3OT,0,1,18.967903183243287,25.486594057891715,19.89208531269349,20.389878937135403
2013-2014,2013-12-02,San Antonio Spurs,102,100,Atlanta Hawks,0OT,0,0,24.584392557574255,25.817557500828535,22.065187199758622,24.143731145993105
2013-2014,2013-12-02,Utah Jazz,109,103,Houston Rockets,0OT,0,0,21.848755835737755,24.193661813721903,22.330765013434732,22.881550762128914
2013-2014,2013-12-02,Portland Trail Blazers,106,102,Indiana Pacers,0OT,1,1,21.339401788609837,27.721521348259202,21.469990745639254,22.54351130880826
2013-2014,2013-12-03,Philadelphia 76ers,126,125,Orlando Magic,2OT,0,1,19.49297484978728,24.768946024177467,21.331285553028728,21.279397917632718
2013-2014,2013-12-03,Boston Celtics,108,100,Milwaukee Bucks,0OT,0,0,18.837745726616898,18.912630172030553,22.854273926055566,20.939379800451494
2013-2014,2013-12-03,Brooklyn Nets,87,111,Denver Nuggets,0OT,0,0,19.577354767686376,20.452033139721934,21.984678467628196,20.475415847453025
2013-2014,2013-12-03,Miami Heat,97,107,Detroit Pistons,0OT,0,0,20.362922700900203,21.39410019323967,20.417097592605867,22.129684648950608
2013-2014,2013-12-03,Memphis Grizzlies,110,91,Phoenix Suns,0OT,0,0,12.870055919289943,19.005289935947623,17.990045752794583,21.37271225218057
2013-2014,2013-12-03,Dallas Mavericks,89,82,Charlotte Hornets,0OT,0,0,18.725803768081548,21.000975262846836,21.971624500377246,22.34121372849693
2013-2014,2013-12-03,Sacramento Kings,95,97,Oklahoma City Thunder,0OT,0,0,17.69655156312853,19.645972700017055,18.09882819937713,18.72585152631343
2013-2014,2013-12-03,Golden State Warriors,112,103,Toronto Raptors,0OT,0,0,22.05245593774347,17.65121794032727,22.63162486680774,18.20661453727362
2013-2014,2013-12-04,Cleveland Cavaliers,98,88,Denver Nuggets,0OT,0,1,12.724507853777533,27.33902485479145,18.391555927172877,22.3736630303873
2013-2014,2013-12-04,Atlanta Hawks,107,97,Los Angeles Clippers,0OT,0,0,23.52237609421605,15.65950053175116,24.01043995889295,20.370362140953024
2013-2014,2013-12-04,Houston Rockets,88,97,Phoenix Suns,0OT,0,1,22.60893477021857,26.25396745196072,22.916350185008294,23.209076924443977
2013-2014,2013-12-04,Milwaukee Bucks,98,105,Detroit Pistons,0OT,1,1,26.184472629022913,28.045575144929753,22.805629469385874,23.913844328333322
2013-2014,2013-12-04,New Orleans Pelicans,97,100,Dallas Mavericks,0OT,0,1,26.148709157564088,26.04435282606116,21.719645356922364,23.76668487966157
2013-2014,2013-12-04,Utah Jazz,86,95,Indiana Pacers,0OT,0,0,21.289925157602486,24.5933557583958,22.438915213785872,22.62332906554247
2013-2014,2013-12-04,Portland Trail Blazers,111,104,Oklahoma City Thunder,0OT,0,1,21.003413506093032,26.73447952501279,21.692774379989316,20.74475831760216
2013-2014,2013-12-05,Brooklyn Nets,83,113,New York Knicks,0OT,0,0,20.012262056823587,11.474962806731911,22.13891867170149,17.619416485452145
2013-2014,2013-12-05,Memphis Grizzlies,81,101,Los Angeles Clippers,0OT,0,1,16.239406454600594,23.74462539881337,18.67627033744025,22.275854407094194
2013-2014,2013-12-05,Chicago Bulls,107,87,Miami Heat,0OT,0,0,16.86145915543076,20.454144019256365,19.8199973434641,20.780100053519234
2013-2014,2013-12-06,Charlotte Hornets,105,88,Philadelphia 76ers,0OT,0,0,15.60978643901351,16.37984876475401,20.89983639419431,20.68259024725345
2013-2014,2013-12-06,Washington Wizards,105,109,Milwaukee Bucks,1OT,0,0,13.333433759132477,23.72876585382539,20.55553443966716,22.85053969462818
2013-2014,2013-12-06,Atlanta Hawks,108,89,Cleveland Cavaliers,0OT,0,0,22.23133655299653,16.157535667749862,23.89489979789888,19.024309477894203
2013-2014,2013-12-06,Boston Celtics,106,98,Denver Nuggets,0OT,0,0,14.697173978416503,24.37820148082019,21.313898629978745,22.47610029625724
2013-2014,2013-12-06,New York Knicks,121,83,Orlando Magic,0OT,1,0,20.606222105048936,18.60564910394987,19.71462914162786,20.6407146341697
2013-2014,2013-12-06,Houston Rockets,105,83,Golden State Warriors,0OT,0,0,21.71752580824795,16.053379848735528,22.946515201986973,21.13421100714981
2013-2014,2013-12-06,New Orleans Pelicans,95,109,Oklahoma City Thunder,0OT,0,0,23.7086489011298,24.038144732819696,21.90918129036433,21.06412462964563
2013-2014,2013-12-06,Phoenix Suns,106,97,Toronto Raptors,0OT,0,0,23.767856691727903,14.196607568575569,23.20025811881053,17.56303226606899
2013-2014,2013-12-06,Portland Trail Blazers,130,98,Utah Jazz,0OT,0,0,20.81442009717733,20.975582901151398,21.885888850192877,22.53266253370975
2013-2014,2013-12-06,Sacramento Kings,100,106,Los Angeles Lakers,0OT,0,0,14.215732690694846,8.992678078025758,17.476043931622456,17.0898419958704
2013-2014,2013-12-07,Philadelphia 76ers,92,103,Denver Nuggets,0OT,1,1,24.284886573565508,30.283651110615143,22.566549540546315,24.236369241342945
2013-2014,2013-12-07,Cleveland Cavaliers,88,82,Los Angeles Clippers,0OT,1,0,24.118151750812395,22.35635178683252,21.02263296217736,22.391317316018625
2013-2014,2013-12-07,Chicago Bulls,75,92,Detroit Pistons,0OT,0,0,18.484570774929804,18.581727014267237,20.26251850580895,22.16901873445343
2013-2014,2013-12-07,Memphis Grizzlies,82,108,Golden State Warriors,0OT,0,1,18.134666130712834,24.040034886551645,19.271107105819194,22.987024041139474
2013-2014,2013-12-07,Minnesota Timberwolves,82,103,Miami Heat,0OT,0,0,7.207953113257616,20.505456010831708,17.540910420335916,21.094759737236053
2013-2014,2013-12-07,Milwaukee Bucks,82,90,Brooklyn Nets,0OT,1,0,31.04657439036904,20.25689740696327,24.92981281913658,22.27261796869249
2013-2014,2013-12-07,San Antonio Spurs,100,111,Indiana Pacers,0OT,0,0,9.630866593252485,17.125321960573228,17.923406195670797,21.127515929192356
2013-2014,2013-12-07,Utah Jazz,102,112,Sacramento Kings,1OT,1,1,27.73168717586355,22.661799518021134,24.289030634833214,19.58114435013125
2013-2014,2013-12-07,Portland Trail Blazers,106,108,Dallas Mavericks,0OT,1,0,27.610815072882996,17.737461348494552,23.686862032938194,22.05025456092413
2013-2014,2013-12-08,New York Knicks,73,114,Boston Celtics,0OT,0,0,20.590999934090025,17.267160362859286,20.171182692326646,21.557469799351374
2013-2014,2013-12-08,Detroit Pistons,95,110,Miami Heat,0OT,1,1,25.936295260700426,27.37909200812378,23.950465718284228,22.95029354846115
2013-2014,2013-12-08,Houston Rockets,98,88,Orlando Magic,0OT,0,0,21.216108267139468,19.4656776209718,22.972662999106422,20.97393694210429
2013-2014,2013-12-08,Oklahoma City Thunder,118,94,Indiana Pacers,0OT,0,1,22.52145641221108,24.84399147042992,21.340959399538242,22.98079069269633
2013-2014,2013-12-08,Los Angeles Lakers,94,106,Toronto Raptors,0OT,0,0,14.058381418889489,16.985591757323757,17.895951028524998,18.306124282953974
2013-2014,2013-12-09,Charlotte Hornets,115,111,Golden State Warriors,0OT,0,0,13.335378653958823,22.5225196236853,19.73658123526699,23.007777082034096
2013-2014,2013-12-09,Philadelphia 76ers,83,94,Los Angeles Clippers,0OT,0,0,22.6602486976306,21.575447880093293,22.64329918556274,22.491403476073216
2013-2014,2013-12-09,Washington Wizards,74,75,Denver Nuggets,0OT,0,0,13.078167367134014,26.03455374972102,19.757619598014212,24.09074099517123
2013-2014,2013-12-09,Memphis Grizzlies,94,85,Orlando Magic,0OT,0,1,19.200749698525968,26.59925821572885,19.786726611346246,22.837803359890202
2013-2014,2013-12-09,Utah Jazz,94,105,Portland Trail Blazers,0OT,0,0,25.536574036423247,24.531083478496683,24.457435591906552,23.614414294901238
2013-2014,2013-12-09,Sacramento Kings,112,97,Dallas Mavericks,0OT,0,0,22.68476222888689,18.977322008528187,20.376521083526374,22.19576168241818
2013-2014,2013-12-10,Cleveland Cavaliers,109,94,New York Knicks,0OT,0,0,16.924845269873977,20.58243746292564,19.835683488233915,20.566934818913342
2013-2014,2013-12-10,Indiana Pacers,90,84,Miami Heat,0OT,0,0,22.97474520211683,24.40073925456963,23.0023738584728,22.97593816507512
2013-2014,2013-12-10,Toronto Raptors,103,116,San Antonio Spurs,0OT,0,0,18.554395363494613,10.813021844028393,18.950255175117057,17.33447062812695
2013-2014,2013-12-10,Atlanta Hawks,92,101,Oklahoma City Thunder,0OT,0,0,12.09663383122156,21.668319231868733,20.625886236863675,21.58092675655574
2013-2014,2013-12-10,Brooklyn Nets,104,96,Boston Celtics,0OT,0,0,15.295878593562627,18.712777704108348,20.844476586894675,21.768603428926458
2013-2014,2013-12-10,Detroit Pistons,94,121,Minnesota Timberwolves,0OT,0,0,23.58916608414399,9.790855219655556,23.84291261430345,17.025779646704326
2013-2014,2013-12-10,Chicago Bulls,74,78,Milwaukee Bucks,0OT,0,0,14.548178295673509,19.847773570936937,19.222237555858687,22.98895017094039
